17:39:16.234610 START Mgen Version 5.02
17:39:16.245444 LISTEN proto>UDP port>5001
17:40:16.253878 ON flow>3 srcPort>5001 dst>10.1.1.3/5001 
17:40:16.254550 ON flow>1 srcPort>5001 dst>10.1.1.1/5001 
17:40:16.254946 ON flow>2 srcPort>5001 dst>10.1.1.2/5001 
17:40:16.255313 ON flow>5 srcPort>5001 dst>10.1.1.5/5001 
17:40:16.255709 ON flow>6 srcPort>5001 dst>10.1.1.6/5001 
17:40:16.256106 ON flow>4 srcPort>5001 dst>10.1.1.4/5001 
17:40:16.256472 ON flow>8 srcPort>5001 dst>10.1.1.8/5001 
17:40:16.256869 ON flow>9 srcPort>5001 dst>10.1.1.9/5001 
17:40:16.257235 ON flow>7 srcPort>5001 dst>10.1.1.7/5001 
17:40:16.257601 ON flow>11 srcPort>5001 dst>10.1.1.11/5001 
17:40:16.257998 ON flow>12 srcPort>5001 dst>10.1.1.12/5001 
17:40:16.258395 ON flow>10 srcPort>5001 dst>10.1.1.10/5001 
17:40:16.258792 ON flow>14 srcPort>5001 dst>10.1.1.14/5001 
17:40:16.259188 ON flow>15 srcPort>5001 dst>10.1.1.15/5001 
17:40:16.259555 ON flow>13 srcPort>5001 dst>10.1.1.13/5001 
17:40:16.259921 ON flow>16 srcPort>5001 dst>10.1.1.16/5001 
17:40:16.260317 ON flow>17 srcPort>5001 dst>10.1.1.17/5001 
17:40:16.260684 ON flow>18 srcPort>5001 dst>10.1.1.18/5001 
17:40:16.261080 ON flow>19 srcPort>5001 dst>10.1.1.19/5001 
17:40:16.261447 ON flow>20 srcPort>5001 dst>10.1.1.20/5001 
17:40:16.261843 ON flow>21 srcPort>5001 dst>10.1.1.21/5001 
17:40:16.262210 ON flow>22 srcPort>5001 dst>10.1.1.22/5001 
17:40:16.263949 ON flow>25 srcPort>5001 dst>10.1.1.25/5001 
17:40:16.264315 ON flow>23 srcPort>5001 dst>10.1.1.23/5001 
17:40:16.264712 ON flow>24 srcPort>5001 dst>10.1.1.24/5001 
17:40:16.265109 ON flow>27 srcPort>5001 dst>10.1.1.27/5001 
17:40:16.265505 ON flow>28 srcPort>5001 dst>10.1.1.28/5001 
17:40:16.265872 ON flow>30 srcPort>5001 dst>10.1.1.30/5001 
17:40:16.266268 ON flow>29 srcPort>5001 dst>10.1.1.29/5001 
17:44:16.255146 OFF flow>3 srcPort>5001 dst>10.1.1.3/5001 
17:44:16.255238 OFF flow>1 srcPort>5001 dst>10.1.1.1/5001 
17:44:16.255818 OFF flow>2 srcPort>5001 dst>10.1.1.2/5001 
17:44:16.255940 OFF flow>5 srcPort>5001 dst>10.1.1.5/5001 
17:44:16.256520 OFF flow>6 srcPort>5001 dst>10.1.1.6/5001 
17:44:16.256611 OFF flow>4 srcPort>5001 dst>10.1.1.4/5001 
17:44:16.257191 OFF flow>8 srcPort>5001 dst>10.1.1.8/5001 
17:44:16.257771 OFF flow>9 srcPort>5001 dst>10.1.1.9/5001 
17:44:16.257832 OFF flow>7 srcPort>5001 dst>10.1.1.7/5001 
17:44:16.258381 OFF flow>11 srcPort>5001 dst>10.1.1.11/5001 
17:44:16.258961 OFF flow>12 srcPort>5001 dst>10.1.1.12/5001 
17:44:16.259022 OFF flow>10 srcPort>5001 dst>10.1.1.10/5001 
17:44:16.259571 OFF flow>14 srcPort>5001 dst>10.1.1.14/5001 
17:44:16.260151 OFF flow>15 srcPort>5001 dst>10.1.1.15/5001 
17:44:16.260212 OFF flow>13 srcPort>5001 dst>10.1.1.13/5001 
17:44:16.260762 OFF flow>16 srcPort>5001 dst>10.1.1.16/5001 
17:44:16.261341 OFF flow>17 srcPort>5001 dst>10.1.1.17/5001 
17:44:16.261402 OFF flow>18 srcPort>5001 dst>10.1.1.18/5001 
17:44:16.261952 OFF flow>19 srcPort>5001 dst>10.1.1.19/5001 
17:44:16.263752 OFF flow>20 srcPort>5001 dst>10.1.1.20/5001 
17:44:16.263813 OFF flow>21 srcPort>5001 dst>10.1.1.21/5001 
17:44:16.264393 OFF flow>22 srcPort>5001 dst>10.1.1.22/5001 
17:44:16.264942 OFF flow>25 srcPort>5001 dst>10.1.1.25/5001 
17:44:16.265034 OFF flow>23 srcPort>5001 dst>10.1.1.23/5001 
17:44:16.265614 OFF flow>24 srcPort>5001 dst>10.1.1.24/5001 
17:44:16.266194 OFF flow>27 srcPort>5001 dst>10.1.1.27/5001 
17:44:16.266285 OFF flow>28 srcPort>5001 dst>10.1.1.28/5001 
17:44:16.266865 OFF flow>30 srcPort>5001 dst>10.1.1.30/5001 
17:44:16.267445 OFF flow>29 srcPort>5001 dst>10.1.1.29/5001 
17:44:50.528286 STOP
