16:52:31.168912 START Mgen Version 5.02
16:52:31.181546 LISTEN proto>UDP port>5001
16:53:31.192242 ON flow>5 srcPort>5001 dst>10.1.1.5/5001 
16:53:31.192852 ON flow>6 srcPort>5001 dst>10.1.1.6/5001 
16:53:31.193249 ON flow>7 srcPort>5001 dst>10.1.1.7/5001 
16:53:31.193645 ON flow>1 srcPort>5001 dst>10.1.1.1/5001 
16:53:31.194012 ON flow>2 srcPort>5001 dst>10.1.1.2/5001 
16:53:31.194408 ON flow>3 srcPort>5001 dst>10.1.1.3/5001 
16:53:31.194805 ON flow>4 srcPort>5001 dst>10.1.1.4/5001 
16:53:31.195202 ON flow>13 srcPort>5001 dst>10.1.1.13/5001 
16:53:31.195599 ON flow>14 srcPort>5001 dst>10.1.1.14/5001 
16:53:31.195965 ON flow>15 srcPort>5001 dst>10.1.1.15/5001 
16:53:31.197582 ON flow>10 srcPort>5001 dst>10.1.1.10/5001 
16:53:31.197979 ON flow>11 srcPort>5001 dst>10.1.1.11/5001 
16:53:31.198376 ON flow>12 srcPort>5001 dst>10.1.1.12/5001 
16:53:31.198772 ON flow>8 srcPort>5001 dst>10.1.1.8/5001 
16:53:31.199138 ON flow>9 srcPort>5001 dst>10.1.1.9/5001 
16:53:31.199505 ON flow>22 srcPort>5001 dst>10.1.1.22/5001 
16:53:31.199901 ON flow>19 srcPort>5001 dst>10.1.1.19/5001 
16:53:31.200268 ON flow>20 srcPort>5001 dst>10.1.1.20/5001 
16:53:31.200664 ON flow>21 srcPort>5001 dst>10.1.1.21/5001 
16:53:31.201031 ON flow>16 srcPort>5001 dst>10.1.1.16/5001 
16:53:31.201427 ON flow>17 srcPort>5001 dst>10.1.1.17/5001 
16:53:31.201793 ON flow>18 srcPort>5001 dst>10.1.1.18/5001 
16:53:31.202190 ON flow>28 srcPort>5001 dst>10.1.1.28/5001 
16:53:31.202556 ON flow>29 srcPort>5001 dst>10.1.1.29/5001 
16:53:31.202953 ON flow>30 srcPort>5001 dst>10.1.1.30/5001 
16:53:31.203319 ON flow>25 srcPort>5001 dst>10.1.1.25/5001 
16:53:31.203686 ON flow>26 srcPort>5001 dst>10.1.1.26/5001 
16:53:31.204082 ON flow>27 srcPort>5001 dst>10.1.1.27/5001 
16:53:31.204479 ON flow>24 srcPort>5001 dst>10.1.1.24/5001 
16:57:31.194405 OFF flow>5 srcPort>5001 dst>10.1.1.5/5001 
16:57:31.194496 OFF flow>6 srcPort>5001 dst>10.1.1.6/5001 
16:57:31.194557 OFF flow>7 srcPort>5001 dst>10.1.1.7/5001 
16:57:31.194740 OFF flow>1 srcPort>5001 dst>10.1.1.1/5001 
16:57:31.194862 OFF flow>2 srcPort>5001 dst>10.1.1.2/5001 
16:57:31.195747 OFF flow>3 srcPort>5001 dst>10.1.1.3/5001 
16:57:31.195808 OFF flow>4 srcPort>5001 dst>10.1.1.4/5001 
16:57:31.195869 OFF flow>13 srcPort>5001 dst>10.1.1.13/5001 
16:57:31.199043 OFF flow>14 srcPort>5001 dst>10.1.1.14/5001 
16:57:31.199104 OFF flow>15 srcPort>5001 dst>10.1.1.15/5001 
16:57:31.199165 OFF flow>10 srcPort>5001 dst>10.1.1.10/5001 
16:57:31.199226 OFF flow>11 srcPort>5001 dst>10.1.1.11/5001 
16:57:31.199257 OFF flow>12 srcPort>5001 dst>10.1.1.12/5001 
16:57:31.200416 OFF flow>8 srcPort>5001 dst>10.1.1.8/5001 
16:57:31.200478 OFF flow>9 srcPort>5001 dst>10.1.1.9/5001 
16:57:31.200539 OFF flow>22 srcPort>5001 dst>10.1.1.22/5001 
16:57:31.200630 OFF flow>19 srcPort>5001 dst>10.1.1.19/5001 
16:57:31.201210 OFF flow>20 srcPort>5001 dst>10.1.1.20/5001 
16:57:31.201790 OFF flow>21 srcPort>5001 dst>10.1.1.21/5001 
16:57:31.202736 OFF flow>16 srcPort>5001 dst>10.1.1.16/5001 
16:57:31.202797 OFF flow>17 srcPort>5001 dst>10.1.1.17/5001 
16:57:31.202858 OFF flow>18 srcPort>5001 dst>10.1.1.18/5001 
16:57:31.203438 OFF flow>28 srcPort>5001 dst>10.1.1.28/5001 
16:57:31.203529 OFF flow>29 srcPort>5001 dst>10.1.1.29/5001 
16:57:31.204109 OFF flow>30 srcPort>5001 dst>10.1.1.30/5001 
16:57:31.204689 OFF flow>25 srcPort>5001 dst>10.1.1.25/5001 
16:57:31.204750 OFF flow>26 srcPort>5001 dst>10.1.1.26/5001 
16:57:31.205330 OFF flow>27 srcPort>5001 dst>10.1.1.27/5001 
16:57:31.206184 OFF flow>24 srcPort>5001 dst>10.1.1.24/5001 
16:58:10.625859 STOP
