17:56:46.159608 START Mgen Version 5.02
17:56:46.171662 LISTEN proto>UDP port>5001
17:57:46.173810 ON flow>1 srcPort>5001 dst>10.1.1.1/5001 
17:57:46.174451 ON flow>2 srcPort>5001 dst>10.1.1.2/5001 
17:57:46.174817 ON flow>5 srcPort>5001 dst>10.1.1.5/5001 
17:57:46.175183 ON flow>3 srcPort>5001 dst>10.1.1.3/5001 
17:57:46.175580 ON flow>4 srcPort>5001 dst>10.1.1.4/5001 
17:57:46.175946 ON flow>8 srcPort>5001 dst>10.1.1.8/5001 
17:57:46.176312 ON flow>9 srcPort>5001 dst>10.1.1.9/5001 
17:57:46.176709 ON flow>6 srcPort>5001 dst>10.1.1.6/5001 
17:57:46.177075 ON flow>7 srcPort>5001 dst>10.1.1.7/5001 
17:57:46.177441 ON flow>12 srcPort>5001 dst>10.1.1.12/5001 
17:57:46.177838 ON flow>10 srcPort>5001 dst>10.1.1.10/5001 
17:57:46.178204 ON flow>11 srcPort>5001 dst>10.1.1.11/5001 
17:57:46.178601 ON flow>14 srcPort>5001 dst>10.1.1.14/5001 
17:57:46.178967 ON flow>13 srcPort>5001 dst>10.1.1.13/5001 
17:57:46.179364 ON flow>16 srcPort>5001 dst>10.1.1.16/5001 
17:57:46.179730 ON flow>17 srcPort>5001 dst>10.1.1.17/5001 
17:57:46.180096 ON flow>15 srcPort>5001 dst>10.1.1.15/5001 
17:57:46.180493 ON flow>18 srcPort>5001 dst>10.1.1.18/5001 
17:57:46.180859 ON flow>19 srcPort>5001 dst>10.1.1.19/5001 
17:57:46.181256 ON flow>20 srcPort>5001 dst>10.1.1.20/5001 
17:57:46.181622 ON flow>21 srcPort>5001 dst>10.1.1.21/5001 
17:57:46.181989 ON flow>22 srcPort>5001 dst>10.1.1.22/5001 
17:57:46.182568 ON flow>23 srcPort>5001 dst>10.1.1.23/5001 
17:57:46.182935 ON flow>24 srcPort>5001 dst>10.1.1.24/5001 
17:57:46.183331 ON flow>28 srcPort>5001 dst>10.1.1.28/5001 
17:57:46.183698 ON flow>25 srcPort>5001 dst>10.1.1.25/5001 
17:57:46.184064 ON flow>27 srcPort>5001 dst>10.1.1.27/5001 
17:57:46.184460 ON flow>31 srcPort>5001 dst>10.1.1.31/5001 
17:57:46.184827 ON flow>29 srcPort>5001 dst>10.1.1.29/5001 
17:57:46.185223 ON flow>30 srcPort>5001 dst>10.1.1.30/5001 
17:57:46.185590 ON flow>33 srcPort>5001 dst>10.1.1.33/5001 
17:57:46.185956 ON flow>32 srcPort>5001 dst>10.1.1.32/5001 
