17:10:01.224386 START Mgen Version 5.02
17:10:01.233785 LISTEN proto>UDP port>5001
17:11:01.243613 ON flow>5 srcPort>5001 dst>10.1.1.5/5001 
17:11:01.244285 ON flow>6 srcPort>5001 dst>10.1.1.6/5001 
17:11:01.244681 ON flow>7 srcPort>5001 dst>10.1.1.7/5001 
17:11:01.245048 ON flow>1 srcPort>5001 dst>10.1.1.1/5001 
17:11:01.245444 ON flow>2 srcPort>5001 dst>10.1.1.2/5001 
17:11:01.245811 ON flow>3 srcPort>5001 dst>10.1.1.3/5001 
17:11:01.246177 ON flow>4 srcPort>5001 dst>10.1.1.4/5001 
17:11:01.246573 ON flow>13 srcPort>5001 dst>10.1.1.13/5001 
17:11:01.248527 ON flow>14 srcPort>5001 dst>10.1.1.14/5001 
17:11:01.248923 ON flow>15 srcPort>5001 dst>10.1.1.15/5001 
17:11:01.249290 ON flow>10 srcPort>5001 dst>10.1.1.10/5001 
17:11:01.249686 ON flow>11 srcPort>5001 dst>10.1.1.11/5001 
17:11:01.250083 ON flow>12 srcPort>5001 dst>10.1.1.12/5001 
17:11:01.250449 ON flow>8 srcPort>5001 dst>10.1.1.8/5001 
17:11:01.250846 ON flow>9 srcPort>5001 dst>10.1.1.9/5001 
17:11:01.251243 ON flow>22 srcPort>5001 dst>10.1.1.22/5001 
17:11:01.251639 ON flow>19 srcPort>5001 dst>10.1.1.19/5001 
17:11:01.252036 ON flow>20 srcPort>5001 dst>10.1.1.20/5001 
17:11:01.252433 ON flow>21 srcPort>5001 dst>10.1.1.21/5001 
17:11:01.252799 ON flow>16 srcPort>5001 dst>10.1.1.16/5001 
17:11:01.253196 ON flow>17 srcPort>5001 dst>10.1.1.17/5001 
17:11:01.253562 ON flow>18 srcPort>5001 dst>10.1.1.18/5001 
17:11:01.253959 ON flow>27 srcPort>5001 dst>10.1.1.27/5001 
17:11:01.254356 ON flow>28 srcPort>5001 dst>10.1.1.28/5001 
17:11:01.254722 ON flow>29 srcPort>5001 dst>10.1.1.29/5001 
17:11:01.255118 ON flow>24 srcPort>5001 dst>10.1.1.24/5001 
17:11:01.255515 ON flow>25 srcPort>5001 dst>10.1.1.25/5001 
17:11:01.255912 ON flow>26 srcPort>5001 dst>10.1.1.26/5001 
17:11:01.256309 ON flow>23 srcPort>5001 dst>10.1.1.23/5001 
17:11:01.256675 ON flow>36 srcPort>5001 dst>10.1.1.36/5001 
17:11:01.257194 ON flow>37 srcPort>5001 dst>10.1.1.37/5001 
17:11:01.257590 ON flow>32 srcPort>5001 dst>10.1.1.32/5001 
17:11:01.257987 ON flow>33 srcPort>5001 dst>10.1.1.33/5001 
17:11:01.258353 ON flow>34 srcPort>5001 dst>10.1.1.34/5001 
17:11:01.258750 ON flow>30 srcPort>5001 dst>10.1.1.30/5001 
17:11:01.259147 ON flow>31 srcPort>5001 dst>10.1.1.31/5001 
17:11:01.259513 ON flow>38 srcPort>5001 dst>10.1.1.38/5001 
17:11:01.259910 ON flow>39 srcPort>5001 dst>10.1.1.39/5001 
17:11:01.260306 ON flow>40 srcPort>5001 dst>10.1.1.40/5001 
17:15:01.245175 OFF flow>5 srcPort>5001 dst>10.1.1.5/5001 
17:15:01.245267 OFF flow>6 srcPort>5001 dst>10.1.1.6/5001 
17:15:01.245358 OFF flow>7 srcPort>5001 dst>10.1.1.7/5001 
17:15:01.245938 OFF flow>1 srcPort>5001 dst>10.1.1.1/5001 
17:15:01.246030 OFF flow>2 srcPort>5001 dst>10.1.1.2/5001 
17:15:01.246610 OFF flow>3 srcPort>5001 dst>10.1.1.3/5001 
17:15:01.247251 OFF flow>4 srcPort>5001 dst>10.1.1.4/5001 
17:15:01.249326 OFF flow>13 srcPort>5001 dst>10.1.1.13/5001 
17:15:01.249539 OFF flow>14 srcPort>5001 dst>10.1.1.14/5001 
17:15:01.249936 OFF flow>15 srcPort>5001 dst>10.1.1.15/5001 
17:15:01.250028 OFF flow>10 srcPort>5001 dst>10.1.1.10/5001 
17:15:01.250608 OFF flow>11 srcPort>5001 dst>10.1.1.11/5001 
17:15:01.251187 OFF flow>12 srcPort>5001 dst>10.1.1.12/5001 
17:15:01.251248 OFF flow>8 srcPort>5001 dst>10.1.1.8/5001 
17:15:01.251828 OFF flow>9 srcPort>5001 dst>10.1.1.9/5001 
17:15:01.252408 OFF flow>22 srcPort>5001 dst>10.1.1.22/5001 
17:15:01.252622 OFF flow>19 srcPort>5001 dst>10.1.1.19/5001 
17:15:01.252866 OFF flow>20 srcPort>5001 dst>10.1.1.20/5001 
17:15:01.253446 OFF flow>21 srcPort>5001 dst>10.1.1.21/5001 
17:15:01.254026 OFF flow>16 srcPort>5001 dst>10.1.1.16/5001 
17:15:01.254087 OFF flow>17 srcPort>5001 dst>10.1.1.17/5001 
17:15:01.254666 OFF flow>18 srcPort>5001 dst>10.1.1.18/5001 
17:15:01.254758 OFF flow>27 srcPort>5001 dst>10.1.1.27/5001 
17:15:01.255338 OFF flow>28 srcPort>5001 dst>10.1.1.28/5001 
17:15:01.255918 OFF flow>29 srcPort>5001 dst>10.1.1.29/5001 
17:15:01.256101 OFF flow>24 srcPort>5001 dst>10.1.1.24/5001 
17:15:01.256681 OFF flow>25 srcPort>5001 dst>10.1.1.25/5001 
17:15:01.256772 OFF flow>26 srcPort>5001 dst>10.1.1.26/5001 
17:15:01.257382 OFF flow>23 srcPort>5001 dst>10.1.1.23/5001 
17:15:01.258237 OFF flow>36 srcPort>5001 dst>10.1.1.36/5001 
17:15:01.258298 OFF flow>37 srcPort>5001 dst>10.1.1.37/5001 
17:15:01.258878 OFF flow>32 srcPort>5001 dst>10.1.1.32/5001 
17:15:01.258939 OFF flow>33 srcPort>5001 dst>10.1.1.33/5001 
17:15:01.259519 OFF flow>34 srcPort>5001 dst>10.1.1.34/5001 
17:15:01.260099 OFF flow>30 srcPort>5001 dst>10.1.1.30/5001 
17:15:01.260160 OFF flow>31 srcPort>5001 dst>10.1.1.31/5001 
17:15:01.260739 OFF flow>38 srcPort>5001 dst>10.1.1.38/5001 
17:15:01.261319 OFF flow>39 srcPort>5001 dst>10.1.1.39/5001 
17:15:01.261380 OFF flow>40 srcPort>5001 dst>10.1.1.40/5001 
17:15:40.654137 STOP
