18:02:36.186207 START Mgen Version 5.02
18:02:36.197102 LISTEN proto>UDP port>5001
18:03:36.205378 ON flow>1 srcPort>5001 dst>10.1.1.1/5001 
18:03:36.206019 ON flow>3 srcPort>5001 dst>10.1.1.3/5001 
18:03:36.206416 ON flow>4 srcPort>5001 dst>10.1.1.4/5001 
18:03:36.206812 ON flow>2 srcPort>5001 dst>10.1.1.2/5001 
18:03:36.207179 ON flow>6 srcPort>5001 dst>10.1.1.6/5001 
18:03:36.207545 ON flow>7 srcPort>5001 dst>10.1.1.7/5001 
18:03:36.207942 ON flow>5 srcPort>5001 dst>10.1.1.5/5001 
18:03:36.208308 ON flow>8 srcPort>5001 dst>10.1.1.8/5001 
18:03:36.208704 ON flow>9 srcPort>5001 dst>10.1.1.9/5001 
18:03:36.209101 ON flow>10 srcPort>5001 dst>10.1.1.10/5001 
18:03:36.209498 ON flow>11 srcPort>5001 dst>10.1.1.11/5001 
18:03:36.209864 ON flow>12 srcPort>5001 dst>10.1.1.12/5001 
18:03:36.210261 ON flow>15 srcPort>5001 dst>10.1.1.15/5001 
18:03:36.210627 ON flow>13 srcPort>5001 dst>10.1.1.13/5001 
18:03:36.211024 ON flow>14 srcPort>5001 dst>10.1.1.14/5001 
18:03:36.211421 ON flow>18 srcPort>5001 dst>10.1.1.18/5001 
18:03:36.211817 ON flow>16 srcPort>5001 dst>10.1.1.16/5001 
18:03:36.212183 ON flow>17 srcPort>5001 dst>10.1.1.17/5001 
18:03:36.212580 ON flow>21 srcPort>5001 dst>10.1.1.21/5001 
18:03:36.212946 ON flow>19 srcPort>5001 dst>10.1.1.19/5001 
18:03:36.213374 ON flow>23 srcPort>5001 dst>10.1.1.23/5001 
18:03:36.214838 ON flow>24 srcPort>5001 dst>10.1.1.24/5001 
18:03:36.215235 ON flow>22 srcPort>5001 dst>10.1.1.22/5001 
18:03:36.215632 ON flow>25 srcPort>5001 dst>10.1.1.25/5001 
18:03:36.215998 ON flow>26 srcPort>5001 dst>10.1.1.26/5001 
18:03:36.216395 ON flow>28 srcPort>5001 dst>10.1.1.28/5001 
18:03:36.216761 ON flow>29 srcPort>5001 dst>10.1.1.29/5001 
18:03:36.217158 ON flow>27 srcPort>5001 dst>10.1.1.27/5001 
18:03:36.217554 ON flow>30 srcPort>5001 dst>10.1.1.30/5001 
18:07:36.206775 OFF flow>1 srcPort>5001 dst>10.1.1.1/5001 
18:07:36.206867 OFF flow>3 srcPort>5001 dst>10.1.1.3/5001 
18:07:36.207141 OFF flow>4 srcPort>5001 dst>10.1.1.4/5001 
18:07:36.207721 OFF flow>2 srcPort>5001 dst>10.1.1.2/5001 
18:07:36.207813 OFF flow>6 srcPort>5001 dst>10.1.1.6/5001 
18:07:36.208789 OFF flow>7 srcPort>5001 dst>10.1.1.7/5001 
18:07:36.208850 OFF flow>5 srcPort>5001 dst>10.1.1.5/5001 
18:07:36.209430 OFF flow>8 srcPort>5001 dst>10.1.1.8/5001 
18:07:36.209491 OFF flow>9 srcPort>5001 dst>10.1.1.9/5001 
18:07:36.210040 OFF flow>10 srcPort>5001 dst>10.1.1.10/5001 
18:07:36.210620 OFF flow>11 srcPort>5001 dst>10.1.1.11/5001 
18:07:36.210681 OFF flow>12 srcPort>5001 dst>10.1.1.12/5001 
18:07:36.211231 OFF flow>15 srcPort>5001 dst>10.1.1.15/5001 
18:07:36.211810 OFF flow>13 srcPort>5001 dst>10.1.1.13/5001 
18:07:36.211871 OFF flow>14 srcPort>5001 dst>10.1.1.14/5001 
18:07:36.212421 OFF flow>18 srcPort>5001 dst>10.1.1.18/5001 
18:07:36.213001 OFF flow>16 srcPort>5001 dst>10.1.1.16/5001 
18:07:36.213062 OFF flow>17 srcPort>5001 dst>10.1.1.17/5001 
18:07:36.213672 OFF flow>21 srcPort>5001 dst>10.1.1.21/5001 
18:07:36.213764 OFF flow>19 srcPort>5001 dst>10.1.1.19/5001 
18:07:36.215839 OFF flow>23 srcPort>5001 dst>10.1.1.23/5001 
18:07:36.215900 OFF flow>24 srcPort>5001 dst>10.1.1.24/5001 
18:07:36.216480 OFF flow>22 srcPort>5001 dst>10.1.1.22/5001 
18:07:36.216541 OFF flow>25 srcPort>5001 dst>10.1.1.25/5001 
18:07:36.217090 OFF flow>26 srcPort>5001 dst>10.1.1.26/5001 
18:07:36.217670 OFF flow>28 srcPort>5001 dst>10.1.1.28/5001 
18:07:36.217731 OFF flow>29 srcPort>5001 dst>10.1.1.29/5001 
18:07:36.218280 OFF flow>27 srcPort>5001 dst>10.1.1.27/5001 
18:07:36.218860 OFF flow>30 srcPort>5001 dst>10.1.1.30/5001 
18:08:10.699748 STOP
