18:20:06.216783 START Mgen Version 5.02
18:20:06.227738 LISTEN proto>UDP port>5001
18:21:06.235709 ON flow>1 srcPort>5001 dst>10.1.1.1/5001 
18:21:06.236350 ON flow>3 srcPort>5001 dst>10.1.1.3/5001 
18:21:06.236747 ON flow>4 srcPort>5001 dst>10.1.1.4/5001 
18:21:06.237143 ON flow>2 srcPort>5001 dst>10.1.1.2/5001 
18:21:06.237510 ON flow>5 srcPort>5001 dst>10.1.1.5/5001 
18:21:06.237876 ON flow>6 srcPort>5001 dst>10.1.1.6/5001 
18:21:06.238273 ON flow>7 srcPort>5001 dst>10.1.1.7/5001 
18:21:06.238639 ON flow>8 srcPort>5001 dst>10.1.1.8/5001 
18:21:06.239005 ON flow>9 srcPort>5001 dst>10.1.1.9/5001 
18:21:06.239402 ON flow>10 srcPort>5001 dst>10.1.1.10/5001 
18:21:06.239768 ON flow>11 srcPort>5001 dst>10.1.1.11/5001 
18:21:06.240165 ON flow>12 srcPort>5001 dst>10.1.1.12/5001 
18:21:06.240531 ON flow>13 srcPort>5001 dst>10.1.1.13/5001 
18:21:06.240928 ON flow>14 srcPort>5001 dst>10.1.1.14/5001 
18:21:06.241294 ON flow>15 srcPort>5001 dst>10.1.1.15/5001 
18:21:06.241691 ON flow>18 srcPort>5001 dst>10.1.1.18/5001 
18:21:06.242057 ON flow>16 srcPort>5001 dst>10.1.1.16/5001 
18:21:06.242453 ON flow>17 srcPort>5001 dst>10.1.1.17/5001 
18:21:06.242850 ON flow>21 srcPort>5001 dst>10.1.1.21/5001 
18:21:06.243216 ON flow>19 srcPort>5001 dst>10.1.1.19/5001 
18:21:06.243918 ON flow>23 srcPort>5001 dst>10.1.1.23/5001 
18:21:06.244315 ON flow>24 srcPort>5001 dst>10.1.1.24/5001 
18:21:06.244681 ON flow>22 srcPort>5001 dst>10.1.1.22/5001 
18:21:06.245078 ON flow>25 srcPort>5001 dst>10.1.1.25/5001 
18:21:06.245475 ON flow>26 srcPort>5001 dst>10.1.1.26/5001 
18:21:06.245841 ON flow>27 srcPort>5001 dst>10.1.1.27/5001 
18:21:06.246238 ON flow>28 srcPort>5001 dst>10.1.1.28/5001 
18:21:06.246604 ON flow>29 srcPort>5001 dst>10.1.1.29/5001 
18:21:06.247001 ON flow>30 srcPort>5001 dst>10.1.1.30/5001 
18:21:06.247367 ON flow>31 srcPort>5001 dst>10.1.1.31/5001 
18:21:06.247763 ON flow>34 srcPort>5001 dst>10.1.1.34/5001 
18:21:06.248160 ON flow>32 srcPort>5001 dst>10.1.1.32/5001 
18:21:06.248526 ON flow>33 srcPort>5001 dst>10.1.1.33/5001 
18:21:06.248923 ON flow>37 srcPort>5001 dst>10.1.1.37/5001 
