17:39:16.194197 START Mgen Version 5.02
17:39:16.206129 LISTEN proto>UDP port>5001
17:40:16.215076 ON flow>1 srcPort>5001 dst>10.1.1.1/5001 
17:40:16.215687 ON flow>2 srcPort>5001 dst>10.1.1.2/5001 
17:40:16.216083 ON flow>6 srcPort>5001 dst>10.1.1.6/5001 
17:40:16.216450 ON flow>3 srcPort>5001 dst>10.1.1.3/5001 
17:40:16.216846 ON flow>4 srcPort>5001 dst>10.1.1.4/5001 
17:40:16.217213 ON flow>5 srcPort>5001 dst>10.1.1.5/5001 
17:40:16.217579 ON flow>9 srcPort>5001 dst>10.1.1.9/5001 
17:40:16.217976 ON flow>7 srcPort>5001 dst>10.1.1.7/5001 
17:40:16.218342 ON flow>8 srcPort>5001 dst>10.1.1.8/5001 
17:40:16.218738 ON flow>11 srcPort>5001 dst>10.1.1.11/5001 
17:40:16.219105 ON flow>12 srcPort>5001 dst>10.1.1.12/5001 
17:40:16.219501 ON flow>10 srcPort>5001 dst>10.1.1.10/5001 
17:40:16.219868 ON flow>14 srcPort>5001 dst>10.1.1.14/5001 
17:40:16.220264 ON flow>13 srcPort>5001 dst>10.1.1.13/5001 
17:40:16.220661 ON flow>16 srcPort>5001 dst>10.1.1.16/5001 
17:40:16.221027 ON flow>17 srcPort>5001 dst>10.1.1.17/5001 
17:40:16.221455 ON flow>15 srcPort>5001 dst>10.1.1.15/5001 
17:40:16.221821 ON flow>19 srcPort>5001 dst>10.1.1.19/5001 
17:40:16.222217 ON flow>21 srcPort>5001 dst>10.1.1.21/5001 
17:40:16.222584 ON flow>18 srcPort>5001 dst>10.1.1.18/5001 
17:40:16.222980 ON flow>22 srcPort>5001 dst>10.1.1.22/5001 
17:40:16.223347 ON flow>23 srcPort>5001 dst>10.1.1.23/5001 
17:40:16.223926 ON flow>24 srcPort>5001 dst>10.1.1.24/5001 
17:40:16.224293 ON flow>25 srcPort>5001 dst>10.1.1.25/5001 
17:40:16.224689 ON flow>26 srcPort>5001 dst>10.1.1.26/5001 
17:40:16.225086 ON flow>27 srcPort>5001 dst>10.1.1.27/5001 
17:40:16.225452 ON flow>28 srcPort>5001 dst>10.1.1.28/5001 
17:40:16.225849 ON flow>30 srcPort>5001 dst>10.1.1.30/5001 
17:40:16.226215 ON flow>29 srcPort>5001 dst>10.1.1.29/5001 
17:44:16.216595 OFF flow>1 srcPort>5001 dst>10.1.1.1/5001 
17:44:16.216687 OFF flow>2 srcPort>5001 dst>10.1.1.2/5001 
17:44:16.217267 OFF flow>6 srcPort>5001 dst>10.1.1.6/5001 
17:44:16.217480 OFF flow>3 srcPort>5001 dst>10.1.1.3/5001 
17:44:16.217816 OFF flow>4 srcPort>5001 dst>10.1.1.4/5001 
17:44:16.218396 OFF flow>5 srcPort>5001 dst>10.1.1.5/5001 
17:44:16.218457 OFF flow>9 srcPort>5001 dst>10.1.1.9/5001 
17:44:16.219128 OFF flow>7 srcPort>5001 dst>10.1.1.7/5001 
17:44:16.219220 OFF flow>8 srcPort>5001 dst>10.1.1.8/5001 
17:44:16.219800 OFF flow>11 srcPort>5001 dst>10.1.1.11/5001 
17:44:16.220380 OFF flow>12 srcPort>5001 dst>10.1.1.12/5001 
17:44:16.220441 OFF flow>10 srcPort>5001 dst>10.1.1.10/5001 
17:44:16.220990 OFF flow>14 srcPort>5001 dst>10.1.1.14/5001 
17:44:16.221570 OFF flow>13 srcPort>5001 dst>10.1.1.13/5001 
17:44:16.221631 OFF flow>16 srcPort>5001 dst>10.1.1.16/5001 
17:44:16.222180 OFF flow>17 srcPort>5001 dst>10.1.1.17/5001 
17:44:16.222760 OFF flow>15 srcPort>5001 dst>10.1.1.15/5001 
17:44:16.222821 OFF flow>19 srcPort>5001 dst>10.1.1.19/5001 
17:44:16.223370 OFF flow>21 srcPort>5001 dst>10.1.1.21/5001 
17:44:16.225110 OFF flow>18 srcPort>5001 dst>10.1.1.18/5001 
17:44:16.225171 OFF flow>22 srcPort>5001 dst>10.1.1.22/5001 
17:44:16.225232 OFF flow>23 srcPort>5001 dst>10.1.1.23/5001 
17:44:16.225293 OFF flow>24 srcPort>5001 dst>10.1.1.24/5001 
17:44:16.225384 OFF flow>25 srcPort>5001 dst>10.1.1.25/5001 
17:44:16.225964 OFF flow>26 srcPort>5001 dst>10.1.1.26/5001 
17:44:16.226544 OFF flow>27 srcPort>5001 dst>10.1.1.27/5001 
17:44:16.226605 OFF flow>28 srcPort>5001 dst>10.1.1.28/5001 
17:44:16.227154 OFF flow>30 srcPort>5001 dst>10.1.1.30/5001 
17:44:16.227734 OFF flow>29 srcPort>5001 dst>10.1.1.29/5001 
17:44:50.620458 STOP
