17:33:26.164380 START Mgen Version 5.02
17:33:26.175244 LISTEN proto>UDP port>5001
17:34:26.182240 ON flow>1 srcPort>5001 dst>10.1.1.1/5001 
17:34:26.182911 ON flow>2 srcPort>5001 dst>10.1.1.2/5001 
17:34:26.183277 ON flow>3 srcPort>5001 dst>10.1.1.3/5001 
17:34:26.183674 ON flow>4 srcPort>5001 dst>10.1.1.4/5001 
17:34:26.184071 ON flow>5 srcPort>5001 dst>10.1.1.5/5001 
17:34:26.184437 ON flow>6 srcPort>5001 dst>10.1.1.6/5001 
17:34:26.184834 ON flow>7 srcPort>5001 dst>10.1.1.7/5001 
17:34:26.185200 ON flow>10 srcPort>5001 dst>10.1.1.10/5001 
17:34:26.185566 ON flow>8 srcPort>5001 dst>10.1.1.8/5001 
17:34:26.185963 ON flow>9 srcPort>5001 dst>10.1.1.9/5001 
17:34:26.186329 ON flow>13 srcPort>5001 dst>10.1.1.13/5001 
17:34:26.186726 ON flow>11 srcPort>5001 dst>10.1.1.11/5001 
17:34:26.187092 ON flow>12 srcPort>5001 dst>10.1.1.12/5001 
17:34:26.187489 ON flow>15 srcPort>5001 dst>10.1.1.15/5001 
17:34:26.187855 ON flow>14 srcPort>5001 dst>10.1.1.14/5001 
17:34:26.188252 ON flow>17 srcPort>5001 dst>10.1.1.17/5001 
17:34:26.188618 ON flow>18 srcPort>5001 dst>10.1.1.18/5001 
17:34:26.189015 ON flow>16 srcPort>5001 dst>10.1.1.16/5001 
17:34:26.189381 ON flow>19 srcPort>5001 dst>10.1.1.19/5001 
17:34:26.190022 ON flow>20 srcPort>5001 dst>10.1.1.20/5001 
17:34:26.190388 ON flow>21 srcPort>5001 dst>10.1.1.21/5001 
17:34:26.190937 ON flow>22 srcPort>5001 dst>10.1.1.22/5001 
17:34:26.191304 ON flow>23 srcPort>5001 dst>10.1.1.23/5001 
17:34:26.191700 ON flow>25 srcPort>5001 dst>10.1.1.25/5001 
17:34:26.192066 ON flow>26 srcPort>5001 dst>10.1.1.26/5001 
17:34:26.192463 ON flow>29 srcPort>5001 dst>10.1.1.29/5001 
17:34:26.192829 ON flow>27 srcPort>5001 dst>10.1.1.27/5001 
17:34:26.193226 ON flow>28 srcPort>5001 dst>10.1.1.28/5001 
17:34:26.193592 ON flow>31 srcPort>5001 dst>10.1.1.31/5001 
17:34:26.193989 ON flow>30 srcPort>5001 dst>10.1.1.30/5001 
