17:39:11.194492 START Mgen Version 5.02
17:39:11.208836 LISTEN proto>UDP port>5001
17:40:11.216021 ON flow>1 srcPort>5001 dst>10.1.1.1/5001 
17:40:11.216754 ON flow>2 srcPort>5001 dst>10.1.1.2/5001 
17:40:11.217120 ON flow>3 srcPort>5001 dst>10.1.1.3/5001 
17:40:11.217517 ON flow>4 srcPort>5001 dst>10.1.1.4/5001 
17:40:11.217883 ON flow>5 srcPort>5001 dst>10.1.1.5/5001 
17:40:11.218280 ON flow>6 srcPort>5001 dst>10.1.1.6/5001 
17:40:11.218676 ON flow>9 srcPort>5001 dst>10.1.1.9/5001 
17:40:11.219043 ON flow>7 srcPort>5001 dst>10.1.1.7/5001 
17:40:11.219409 ON flow>8 srcPort>5001 dst>10.1.1.8/5001 
17:40:11.219806 ON flow>12 srcPort>5001 dst>10.1.1.12/5001 
17:40:11.220172 ON flow>10 srcPort>5001 dst>10.1.1.10/5001 
17:40:11.220568 ON flow>11 srcPort>5001 dst>10.1.1.11/5001 
17:40:11.220935 ON flow>15 srcPort>5001 dst>10.1.1.15/5001 
17:40:11.221331 ON flow>13 srcPort>5001 dst>10.1.1.13/5001 
17:40:11.221698 ON flow>14 srcPort>5001 dst>10.1.1.14/5001 
17:40:11.222094 ON flow>17 srcPort>5001 dst>10.1.1.17/5001 
17:40:11.222461 ON flow>16 srcPort>5001 dst>10.1.1.16/5001 
17:40:11.222857 ON flow>19 srcPort>5001 dst>10.1.1.19/5001 
17:40:11.223254 ON flow>20 srcPort>5001 dst>10.1.1.20/5001 
17:40:11.223620 ON flow>18 srcPort>5001 dst>10.1.1.18/5001 
17:40:11.224017 ON flow>21 srcPort>5001 dst>10.1.1.21/5001 
17:40:11.224383 ON flow>22 srcPort>5001 dst>10.1.1.22/5001 
17:40:11.224749 ON flow>24 srcPort>5001 dst>10.1.1.24/5001 
17:40:11.225177 ON flow>25 srcPort>5001 dst>10.1.1.25/5001 
17:40:11.225543 ON flow>26 srcPort>5001 dst>10.1.1.26/5001 
17:40:11.225909 ON flow>27 srcPort>5001 dst>10.1.1.27/5001 
17:40:11.227709 ON flow>28 srcPort>5001 dst>10.1.1.28/5001 
17:40:11.228106 ON flow>29 srcPort>5001 dst>10.1.1.29/5001 
17:40:11.228472 ON flow>30 srcPort>5001 dst>10.1.1.30/5001 
17:44:11.219527 OFF flow>1 srcPort>5001 dst>10.1.1.1/5001 
17:44:11.219619 OFF flow>2 srcPort>5001 dst>10.1.1.2/5001 
17:44:11.219680 OFF flow>3 srcPort>5001 dst>10.1.1.3/5001 
17:44:11.219741 OFF flow>4 srcPort>5001 dst>10.1.1.4/5001 
17:44:11.219985 OFF flow>5 srcPort>5001 dst>10.1.1.5/5001 
17:44:11.220076 OFF flow>6 srcPort>5001 dst>10.1.1.6/5001 
17:44:11.220839 OFF flow>9 srcPort>5001 dst>10.1.1.9/5001 
17:44:11.220900 OFF flow>7 srcPort>5001 dst>10.1.1.7/5001 
17:44:11.221480 OFF flow>8 srcPort>5001 dst>10.1.1.8/5001 
17:44:11.222060 OFF flow>12 srcPort>5001 dst>10.1.1.12/5001 
17:44:11.222121 OFF flow>10 srcPort>5001 dst>10.1.1.10/5001 
17:44:11.222701 OFF flow>11 srcPort>5001 dst>10.1.1.11/5001 
17:44:11.223281 OFF flow>15 srcPort>5001 dst>10.1.1.15/5001 
17:44:11.223494 OFF flow>13 srcPort>5001 dst>10.1.1.13/5001 
17:44:11.224410 OFF flow>14 srcPort>5001 dst>10.1.1.14/5001 
17:44:11.224471 OFF flow>17 srcPort>5001 dst>10.1.1.17/5001 
17:44:11.224532 OFF flow>16 srcPort>5001 dst>10.1.1.16/5001 
17:44:11.225081 OFF flow>19 srcPort>5001 dst>10.1.1.19/5001 
17:44:11.225325 OFF flow>20 srcPort>5001 dst>10.1.1.20/5001 
17:44:11.225905 OFF flow>18 srcPort>5001 dst>10.1.1.18/5001 
17:44:11.225997 OFF flow>21 srcPort>5001 dst>10.1.1.21/5001 
17:44:11.226638 OFF flow>22 srcPort>5001 dst>10.1.1.22/5001 
17:44:11.227217 OFF flow>24 srcPort>5001 dst>10.1.1.24/5001 
17:44:11.227278 OFF flow>25 srcPort>5001 dst>10.1.1.25/5001 
17:44:11.227858 OFF flow>26 srcPort>5001 dst>10.1.1.26/5001 
17:44:11.227950 OFF flow>27 srcPort>5001 dst>10.1.1.27/5001 
17:44:11.230300 OFF flow>28 srcPort>5001 dst>10.1.1.28/5001 
17:44:11.230361 OFF flow>29 srcPort>5001 dst>10.1.1.29/5001 
17:44:11.230941 OFF flow>30 srcPort>5001 dst>10.1.1.30/5001 
17:44:50.685069 STOP
