17:39:16.206686 START Mgen Version 5.02
17:39:16.217612 LISTEN proto>UDP port>5001
17:40:16.221117 ON flow>1 srcPort>5001 dst>10.1.1.1/5001 
17:40:16.221789 ON flow>3 srcPort>5001 dst>10.1.1.3/5001 
17:40:16.222185 ON flow>2 srcPort>5001 dst>10.1.1.2/5001 
17:40:16.222552 ON flow>5 srcPort>5001 dst>10.1.1.5/5001 
17:40:16.222918 ON flow>6 srcPort>5001 dst>10.1.1.6/5001 
17:40:16.223314 ON flow>7 srcPort>5001 dst>10.1.1.7/5001 
17:40:16.223681 ON flow>4 srcPort>5001 dst>10.1.1.4/5001 
17:40:16.224077 ON flow>9 srcPort>5001 dst>10.1.1.9/5001 
17:40:16.224444 ON flow>10 srcPort>5001 dst>10.1.1.10/5001 
17:40:16.224840 ON flow>8 srcPort>5001 dst>10.1.1.8/5001 
17:40:16.225207 ON flow>11 srcPort>5001 dst>10.1.1.11/5001 
17:40:16.225603 ON flow>12 srcPort>5001 dst>10.1.1.12/5001 
17:40:16.225969 ON flow>13 srcPort>5001 dst>10.1.1.13/5001 
17:40:16.226366 ON flow>14 srcPort>5001 dst>10.1.1.14/5001 
17:40:16.226732 ON flow>15 srcPort>5001 dst>10.1.1.15/5001 
17:40:16.227129 ON flow>16 srcPort>5001 dst>10.1.1.16/5001 
17:40:16.227526 ON flow>17 srcPort>5001 dst>10.1.1.17/5001 
17:40:16.227923 ON flow>20 srcPort>5001 dst>10.1.1.20/5001 
17:40:16.228319 ON flow>18 srcPort>5001 dst>10.1.1.18/5001 
17:40:16.228685 ON flow>19 srcPort>5001 dst>10.1.1.19/5001 
17:40:16.229082 ON flow>22 srcPort>5001 dst>10.1.1.22/5001 
17:40:16.229479 ON flow>21 srcPort>5001 dst>10.1.1.21/5001 
17:40:16.231157 ON flow>24 srcPort>5001 dst>10.1.1.24/5001 
17:40:16.231554 ON flow>26 srcPort>5001 dst>10.1.1.26/5001 
17:40:16.231951 ON flow>23 srcPort>5001 dst>10.1.1.23/5001 
17:40:16.232348 ON flow>28 srcPort>5001 dst>10.1.1.28/5001 
17:40:16.232744 ON flow>29 srcPort>5001 dst>10.1.1.29/5001 
17:40:16.233141 ON flow>27 srcPort>5001 dst>10.1.1.27/5001 
17:40:16.233538 ON flow>30 srcPort>5001 dst>10.1.1.30/5001 
17:44:16.223299 OFF flow>1 srcPort>5001 dst>10.1.1.1/5001 
17:44:16.223391 OFF flow>3 srcPort>5001 dst>10.1.1.3/5001 
17:44:16.223452 OFF flow>2 srcPort>5001 dst>10.1.1.2/5001 
17:44:16.223513 OFF flow>5 srcPort>5001 dst>10.1.1.5/5001 
17:44:16.223605 OFF flow>6 srcPort>5001 dst>10.1.1.6/5001 
17:44:16.223940 OFF flow>7 srcPort>5001 dst>10.1.1.7/5001 
17:44:16.225222 OFF flow>4 srcPort>5001 dst>10.1.1.4/5001 
17:44:16.225314 OFF flow>9 srcPort>5001 dst>10.1.1.9/5001 
17:44:16.225344 OFF flow>10 srcPort>5001 dst>10.1.1.10/5001 
17:44:16.225558 OFF flow>8 srcPort>5001 dst>10.1.1.8/5001 
17:44:16.226168 OFF flow>11 srcPort>5001 dst>10.1.1.11/5001 
17:44:16.226260 OFF flow>12 srcPort>5001 dst>10.1.1.12/5001 
17:44:16.226839 OFF flow>13 srcPort>5001 dst>10.1.1.13/5001 
17:44:16.227419 OFF flow>14 srcPort>5001 dst>10.1.1.14/5001 
17:44:16.227480 OFF flow>15 srcPort>5001 dst>10.1.1.15/5001 
17:44:16.228030 OFF flow>16 srcPort>5001 dst>10.1.1.16/5001 
17:44:16.228609 OFF flow>17 srcPort>5001 dst>10.1.1.17/5001 
17:44:16.228670 OFF flow>20 srcPort>5001 dst>10.1.1.20/5001 
17:44:16.229220 OFF flow>18 srcPort>5001 dst>10.1.1.18/5001 
17:44:16.229891 OFF flow>19 srcPort>5001 dst>10.1.1.19/5001 
17:44:16.229952 OFF flow>22 srcPort>5001 dst>10.1.1.22/5001 
17:44:16.232058 OFF flow>21 srcPort>5001 dst>10.1.1.21/5001 
17:44:16.232119 OFF flow>24 srcPort>5001 dst>10.1.1.24/5001 
17:44:16.232821 OFF flow>26 srcPort>5001 dst>10.1.1.26/5001 
17:44:16.232882 OFF flow>23 srcPort>5001 dst>10.1.1.23/5001 
17:44:16.233462 OFF flow>28 srcPort>5001 dst>10.1.1.28/5001 
17:44:16.233553 OFF flow>29 srcPort>5001 dst>10.1.1.29/5001 
17:44:16.234133 OFF flow>27 srcPort>5001 dst>10.1.1.27/5001 
17:44:16.234713 OFF flow>30 srcPort>5001 dst>10.1.1.30/5001 
17:44:50.585287 STOP
